id,text_v2,sentence_count,char_length,word_count,label_id,category,subject,n_urls,n_emails,n_phones,n_quote_lines
67,"In article <EMAIL>, <EMAIL> (boundary) writes:

[deletia- sig]

[deletia- formalities]

I probably should let this pass, it's not worth the time, and it's not
really intended for me. But I couldn't resist. A personal weakness of mine.
Jerkius Kneeus. Tragically incurable.

Not so; I can prove that the existance of God is disputable
by showing that people dispute it; This is easy: I dispute that
God exists. Simple.

I missed your ""Traditional Proofs"" treatise, but the proofs I remember
from the Summa Theologic (the 5 ways I think it was) were rather poor
stuff. The Ontological argument is about a billion times better, imho.

I would think you'd want non-traditional proofs, considering the general
failure of the traditional proofs: at least the ones I know of.
(I am thinking of the Ontological Argument, the Cosmological Argument and
the Teleological argument. Those are the ones traditional enough to
have funny names, anyway.)

This is the real question. So to discuss it, I'll assume God exists.
Otherwise, there is no heavenly authority to babble about.

Please show this is the case. I am familiar with the First Cause
argument, and I'll accept (for the sake of argument) that there
is a First Cause, even though I find some of its premices
questionable. The rest you'll have to show. This includes
that the First Cause is God.

Got it. I deny that God is all good. So there.

This isn't self-consistent: if humans must renew the relationship,
then God (incarnate or not) can't do it. Well, unless you think God is
human. Granted, God made himself 'human', but this is nonetheless cheating:
The intent of the statement is clearly that man has to fix the problem
he caused. God fixing it- even by indirect means- contradicts this.

Why?

Also, why assume said claim is true anyway?

If *I* claim to be Truth, are you bound by reason to follow me?

:)

Undoubtably. Do you mean to imply we should all obey the commands of the
Marines without question? You seem to imply this about God, and
that the Marines are similar in this respect.. If this is not what
you are trying to say, they please explain what it is you are saying,
as I have missed it.

Why? Why not question it? Even if it *is* truth, we cannot know this
certainly, so why is it so irrational to question? Perhaps we will
thus discover that we were wrong.

You assert that God is Truth and we can't question Truth. But
I assert that God is not Truth and anyway we can question Truth.
How is it my assertion is less good than yours?

Oh?

I hereby deny 1+1=2.

I hope you'll agree 1+1=2 is the truth.

Granted, I look pretty damn silly saying something like that,
but I needed something we'd both agree was clearly true.

Now, you'll notice no stormtroopers have marched in to drag
me off to the gulag. No heaven lighting bolts either. No mysterious
net outages. I seem to be permited to say such things, absurd or not.

They are certainly not true. At least, the ones Newton derived are
not true, and are indeed wildly inaccurate at high speeds or small
distances. We do not have a set of Laws of Physics that always
works in all cases. If we did, Physics would be over already.

Science is all about Questioning this sort of truth. If we didn't,
we'd still follow Aristotle. I'd generalize this a little more:
If you want to learn anything new, you MUST question the things
you Know (tm). Because you can always be wrong.

Even presupposing that Truth may not be Denied, and may
not be Questioned, and that God is Truth, it only follows
that God may not be Denied or Questioned. NOT that he must
be obeyed!

We could unquestioningly DISobey him. How annoying of us.
But you have not connected denial with disobedience.

---
- Dan ""No Nickname"" Johnson
And God said ""Jeeze, this is dull""... and it *WAS* dull. Genesis 0:0

These opinions probably show what I know.

Newsgroup: soc.religion.christian
document_id: 20800",64,3893,685,2,soc.religion.christian,Re: The arrogance of Christians,0,3,0,39
68,"but whoever listens to me will live in safety and be at ease, without fear of
harm.""
Proverbs 1:33

Newsgroup: soc.religion.christian
Document_id: 21665",2,152,23,2,soc.religion.christian,Daily Verse,0,0,0,0
69,"Ezek 22:26 God seems to be upset with the priests who have made no
difference between the holy and the profane. This brought to my mind a
sermon I heard recently in which the speaker said ""God's second name does
not begin with a D"" referring, I believe, to use of God's holy name and
titles as swear words. I was also reminded of the experience of Moses at
the burning bush when God told him ""Take off your sandals, for the place
where you are standing is holy ground.""

These and other texts seem to imply that God's people must treat holy
things differently from other ""common"" things, or ""make a difference""
between holy and common things.

The obvious questions are

What makes something holy? and How are Christians (primarily) supposed to
make this difference between holy and common things? (e.g. God's name,
the Holy Spirit, the Holy Bible, etc.)

Darius

Newsgroup: soc.religion.christian
document_id: 21664",9,916,156,2,soc.religion.christian,Christianity and holy things,0,0,0,0
70,"Kevin Anthoney (<EMAIL>) wrote:

(about my reply)

It a society that is constantly on the verge of flaming, Usenet, diplomacy
is the best way to ensure the voice of reason gets through, isn't it?

Kevin, unfortunately you are now delving into field I know too little
about, algorithms. Your reasoning, as I see it, is very much along the
lines of Roger Penrose, who claimed that mathematical 'insight' cannot
be algorithmic in his book _The emperor's new mind: Concerning
computers, minds, and the laws of physics_. However, Penrose's
claim that he _has_ mathematical insight, or your similar claim
that wavefunctions collapse only when we consciously take a look,
could be just illusions.

We are obviouslu taking very different viewpoints - I try to ponder
on the problem of consciousness from an evolutionary perspective,
realising that it might not be anything special, but certainly
useful. Thinking back of what I wrote, do you think worms have minds
or not? They are able to experience pain, at least they behave
just like that. Yet it is conceivable that we might some day
in the future perform a ""total synthesis of C. elegans"" from
the elements. Would such a worm have a mind?

This is true to some extent. However, I do not think that our brains
work like computers, at all. In fact, there is substantial evidence
(Skarda, 1985; Skarda & Freeman 1987) that brains work more or less
chaotically, generating enough randomness for mental states to evolve.
Our brains work much like genetic algorithm generators, I suppose.

Indeed, this is extremely unlikely, given the vast impact of nurture
on our mind and brain. I suggest, however, that before trying to
understand our consciousness as a collection of algorithms.

Kevin, take a look at the references I mentioned, and think again.
I still think the best experts on the nature of a conscious mind
are neurologists, neuropsychologists and biologists (but do not
flame me for my opinions), since they study beings that are
conscious.

The reason I am repeating my advice is that this discussion cannot
lead to anywhere if our backgrounds are too different.

And please, do not bring QM into this discussion at all - not
all physicists are happy with the claim that our consciousness
plays some special role in physics. I would say it doesn't.

Again, _brains are not computers_. Don't forget this. This does not
mean they need something else to work - they just work differently.
Their primary 'purpose' is perception and guidance of action,
self-awareness and high intelligence are later appearances.

You are still expecting that we could find the idea of 'green' in
our brains somewhere, perhaps in the form of some chemical. This is
not how I see it. The sensation 'green' is a certain time-dependent
pattern in the area V4 of our visual cortex, and it is distributed
with the help of areas V1 and V2 to the rest of the brain.

Indeed, a firing pattern. I have sometimes thought of our consciousness
as a global free induction pattern of these local firing patterns,
but this is just idle speculation.

Scientific American's September 1992 issue was a special issue on
mind and brain. Have you already read it from cover to cover? ;-)
There are two articles on visual perception, so you might be
interested.

But again, please note that subjective experiences cannot be
observed from a third-person perspective. If we see nothing but
neuronal activity, we cannot go on to conclude that this is not the
mind.

Kalat (1988) writes about numerous examples where electric stimulation
of different areas of brain have led to various changes in the
patients' state of mind. For instance, a patient whose septal area
was stimulated (without his knowledge) by remote control during
a psychiatric interview was quickly cured of his depression, and
started discussing a plan to seduce his girlfriend.

Stimulations in the temporal lobe have sometimes led to embarrassing
situations, when the patients have started flirting with the
therapist.

In conclusion, there is evidence that

1) brains are essentially necessary for subjective experiences,
brain damage is usually equivalent to some sort of mind damage

2) conscious processes involve substantial brain activity in
various areas of brain - when we think of colours, our
visual cortex is activated etc.

3) consciousness is an afterthought - we become conscious of our
actions with a half a second delay, and our brains are ahead
of our 'conscious will' by at least 350 ms.

Thus, I think it is fruitful to turn the question ""Why do 'I' see
colours"" around and ask ""What is this 'I' that seems to be
observing?"", since it seems that our conscious mind is not
the king of our brains.

This depends on what is meant by 'seeing colours'. Does a neural
network that is capable of recognising handwritten numbers from
0 to 9 see the numbers, if it is capable of sorting them?

If you are asking, ""why does an animal who is conscious of itself
as an observer have an evolutionary advantage over an animal who
doesn't"", I have a good answer - read my previous posting,
where I wrote why a sense of identity helps social animals to swap
roles and act more morally, so that they don't unconsciously
kill each other with newly discovered weapons. (A bit extreme,
but this is the basic idea.)

When early _Homo_ became more and more efficient in using tools,
a sense of identity and the concept of 'self' had to evolve in
line with this development. Indeed, respect for others and
conscious altruistic behaviour might be evolutionary advantages
for social animals, such as early humans.

If minds are required for this, does this mean that until human
minds came to the scene, wavefunctions never collapsed, but remained
in the superpositions for aeons? My, how powerful we are.

This has been discussed before, and I think this topic is irrelevant,
since we do not agree that minds are necessary, and neither do
physicists.

I agree, but not in the sense you apparently mean above - physics
needs sharp minds to solve many real problems. ;-)

It's OK, if you don't forget to take with you the references I
wrote about in my previous posting, plus the following:

Kalat, James W. (1988): Biological Psychology.
3rd ed., Wadsworth Publishing Company, Belmont, CA 1988.

Skarda, C. (1985): Explaining behavior: Bringing the brain back in.
Inquiry 29:187-202.

Skarda, C. & Freeman, W. (1987): How brains make chaos in order to
make sense of the world.
Behavioral and Brain Sciences 10:161-173.

Petri",58,6497,1093,0,alt.atheism,Re: Consciousness part II - Kev Strikes Back!,0,1,0,46
71,"Somewhere, someone told me that Satan was the angel in charge of
music in heaven, and on top of that, he was the most beautiful
of the angels. Isn't it funny that these days how MTV has become
the ""bible"" of music and beauty these days. MTV controls what bands
are popular, no matter how bad they are. In fact, it is better to
be politically correct - like U2, Madonna - than to have any
musical talent. Then of course, you have this television station
that tells us all how to dress. Think about it, who started the
retro-fashion craze?? MTV and Madonna. Gag.

Anyway, just food for thought. It is really my own wierd theory.

If Revelation was to come true today, I think MTV would the ""ever
changing waters"" (music and fashion world) that the beast would
arise from, and Madonna will be the whore of Babylon, riding the
beast and drinking the blood of the martyrs.

Hmmmm....great idea for a book/movie.....",12,910,165,2,soc.religion.christian,Satan and MTV,0,1,0,0
72,"This is the story of Kent, the archetype Finn, that lives in the
Bay Area, and tried to purchase Thomas Paine's ""Age of Reason"". This
man was driving around, to Staceys, to Books Inc, to ""Well, Cleanlighted
Place"", to Daltons, to various other places.

When he asked for this book, the well educated American book store
assistants in most placed asked him to check out the thriller section,
or then they said that his book has not been published yet, but they
should receive the book soon. In some places the assistants bluntly
said that they don't know of such an author, or that he is not
a well known living author, so they don't keep copies of his books.

Such is the life and times of America, 200+ years after the revolution.

Cheers,
Kent
---
<EMAIL>. ALink: KSAND -- Private activities on the net.

Newsgroup: alt.atheism
document_id: 53449",8,848,149,0,alt.atheism,Age of Reason Was: Who has read Rushdie's,0,1,0,0
73,"I am having trouble obtaining the specified standby current drain from
a MC146818A Real Time Clock. Has anyone out there had some experience
in doing this? The specs call for a few sequences to be met before
standby mode is activated, and are a bit hard to decipher on that, but
I thought that I had it worked out. However, with a 32kHz crystal the
lowest current drain I can acheive at 3.7V Vcc is 150uA. This is
three times the specified MAXIMUM under the conditions I am attempting
to create.

I have done the following things:

1) Made sure that RESET/ is asserted for Trlh after powerup, and AS is
low during this time.

2) Made sure that there is a cycle on AS after the negation of RD/ or
WR/ during which STBY/ was asserted.

What am I doing wrong?

Thanks very much,

Martin.

Newsgroup: sci.electronics
document_id: 53799",10,831,150,1,sci.electronics,HELP: MC146818A Real Time Clock Standby Mode,0,0,0,0
74,"I don't know for sure that this will work, but you might try MEK (methyl
ethyl keytone?). It worked getting the stickum left over from shelf paper,
and is available at paint stores. Use a carbon gas mask and lots of
ventilation--this stuff really stinks!

- Dan

Newsgroup: sci.electronics
Document_id: 54291",4,308,51,1,sci.electronics,Re: solvent for duct-tape adhesive?,0,2,0,4
75,"I agree with what Darren has to say here, but would like to add a
personal observation. What I see as arrogance and the problem I have
with it is not a sense of personal certainty, but a lack of respect for
others who come to differing conclusions. Clearly, this is not just
Christian vs. Non-Christian; there is a whole spectrum of belief systems
within Christianity. I do not tend to argue with others about matters
of personal faith because, like aesthetics, it is not demonstable by
objective means.

Choosing what to believe and rely on are important areas of personal
sovereignty. What bothers me is when others suggest that, in these
matters of faith, their specific beliefs are not only true to them
but are absolute and should be binding on others. It follows from this
that God must give everyone the same revelation of truth, and thus
anyone who comes to a different conclusion is intentionally choosing
the wrong path. This is the arrogance I see; a lack of respect for the
honest conclusions of others on matters which are between them and God.
Even a personal certainty leaves room for the beliefs of others. It is
universalizing those matters of personal faith, coupled by a proud
notion that one's relationship with God is superior to other's, that
leads to arrogance. In my honest (and nonuniversal) opinion. :-)

comments, criticism welcome...
-Ken
<EMAIL>

[It is certainly reasonable to ask for some humility about our own
ability to know the truth. There are also different paths in some
areas of practice. But I'd like to see more clarification about what
you mean when you reject the idea of saying ""their specific beliefs
are not only true to them but are absolute and should be binding on
others."" If something is true, it is true for everyone, assuming that
the belief is something about God, history, etc. Of course something
of the form ""I believe that it's best for me not to xxx"" could be true
for some people and not others. I have suggested in the past that God
may be less concerned about doctrinal agreement than many people are.
But that doesn't mean I doubt that there is a difference between
true and false, nor that I think there is no benefit in finding out
what is true. --clh]

Newsgroup: soc.religion.christian
Document_id: 20643",19,2271,395,2,soc.religion.christian,Re: Certainty and Arrogance,0,4,0,23
76,"Mark Schnitzius writes:

One can feel physical pain by having a body, which, if you know the
doctrine of the resurrection of the body, is what people will have after
the great judgement. ""We look for the resurrection of the dead, and the
life of the world to come."" - Nicene-Constantinopolitan Creed. You
will have both body and soul in hell - eventually.

Andy Byler

Newsgroup: soc.religion.christian
document_id: 20686",5,421,69,2,soc.religion.christian,Re: Atheists and Hell,0,0,0,6
77,"Here in the UK, the bandwidth restriction apparently only apply to
local lines.. ie those used by the average domestic client. Private
lines which are run from the local exchange to the leasing client are
usually capable of a higher bandwidth if the exchange is digital.

Don't quote me on that..... But I think I remember a BT engineer
saying something to that effect when I was doing some work
shadowing a few years ago.

Byeeeee !

Chris ;-)

+====================================================================+
|Name : Mr Chris Smith | Twang on that 'ole guitar ! |
|Addrs: <EMAIL> | |
|Uni : Liverpool University |Quest: To build more and more hardware |
|Dgree: Computer Science | |
+====================================================================+

""What ever the sun may be, it is certainly not a ball of flaming gas!""
-- D.H. Lawrence.

* All views expressed are my own, and reflect that of private thought. *

Newsgroup: sci.electronics
document_id: 52796",10,972,151,1,sci.electronics,Re: Why is telephone audio 300-3000 Hz?,0,1,0,19
78,"I have also heard it called an expression of mercy, because Heaven would be
far more agonizing for those who had rejected God.",1,126,23,2,soc.religion.christian,Re: Hell,0,3,0,9
79,"I suggest that misc.consumer.house is a better forum for this, several
electricians, a huge FAQ that adresses ALL the issues raised here.",1,137,22,1,sci.electronics,Re: A question about 120VAC outlet wiring.. (the truth),0,0,0,0
80,"<EMAIL> (Ian Hawkins) writes:

WHen trying to choose a resistor with a tolerance better than 1%, you
need a trimmer or to screen devices, it can't be made from adding 2
resitors of 1% value in parallel, since the smaller device will have the
error of 1% to cope with.
You have 3 choices;
a) live with the error of 1% tolerance devices for low Q circuits or low
sensitivity designs
b) buy resistors with better than 1% tolerance (Vishay/Dale)
c) use trimmers or SOT's (Select-On-Test)

<EMAIL>
The Inquiring Mind BBS, Winnipeg, Manitoba <PHONE>

Newsgroup: sci.electronics
document_id: 54096",2,590,98,1,sci.electronics,Re: Making up odd resistor values required by filters,0,2,1,14
81,"<EMAIL> writes:

Does that imply that people who take marriage vows but aren't sincere
are not married?

Jeff Johnson
<EMAIL>

Newsgroup: soc.religion.christian
document_id: 20683",2,179,24,2,soc.religion.christian,Re: When are two people married,0,2,0,6
82,"In article <<EMAIL><, <EMAIL> writes...
<< < For example: why does the universe exist at all?

<Whether there is a ""why"" or not we have to find it. This is Pascal's(?) wager.
<If there is no why and we spend our lives searching, then we have merely
<wasted our lives, which were meaningless anyway. If there is a why and we
..
<Suppose the universe is 5 billion years old, and suppose it lasts another
<5 billion years. Suppose I live to be 100. That is nothing, that is so small
<that it is scary. So by searching for the ""why"" along with my friends here
<on earth if nothing else we aren't so scared.

I find this view of Christianity to be quite disheartening and sad.
The idea that life only has meaning or importance if there is a Creator
does not seem like much of a basis for belief.

And the logic is also appalling: ""God must exist because I want Him to.""

I have heard this line of ""reasoning"" before and wonder how prevalent
it is. Certainly in modern society many people are convinced life is
hopeless (or so the pollsters and newscasts state), but I don't see
where this is a good reason to become religious. If you want 'meaning'
why not just join a cult, such as in Waco? The leaders will give you
the security blanket you desire.

larry henling <EMAIL>

Newsgroup: soc.religion.christian
Document_id: 20913",17,1322,241,2,soc.religion.christian,Christian's need for Christianity (was ...),0,3,0,0
83,"I get the feeling that we are debating at cross-purposes--that we
do not see the same fundamental assumptions, and this perhaps makes
my answers orthogonal to your questions. I will try again.

Perhaps you believe that nothing exists aside from objectively
observable and provable things. In that case, I cannot show you
that there is such thing as a spirit or a spiritual need--these
things do not exist in the realm of the objective, but in the
realm of the subjective.

(By a.a., I assume you mean Alcoholics Anonymous, and not alt.atheism ;)
I would not say that AA ""handles"" spiritual needs. Rather I would say
that AA (and other 12-step programs) help people come to terms with their
needs--ie that AA is facilitating the recovery, and that as part of the
recovery, they recognize their spiritual needs, and begin to rely on a ""higher
power"" (12-step's term) to fill them instead of whatever substance abuse
they had been accustomed to. (Sorry, there is no objective proof here
either--no way to take 2 identical alcoholics and try to have one recover
by fulfilling spiritual needs, and one without and externally compare the
difference--we are talking about the virtually infinite complexity of
*people* here.)

Spiritual needs could be defined as things that people need in addition to
physical requirements like air, food, sleep, etc. These are things like
the need for love and acceptance, and the need for meaning in life. If
one denies the existence of spiritual things, one would presumably call
these ""emotional needs"". The reason Christians call them spiritual needs
is that they have aspects that are not fulfillable except by spiritual
means--ie a person could be loved and accepted by many people, and do
many meaningful things, but still have a need for love, which can only be
satisfied by the love of God. Now the problem is that there are people who
accept the existence of these needs, and people who reject them. Since I
believe in absolute truth, some of these people are right, and the others
are wrong. So here are the 2 possibilities:

1) If Christians are right, then we all have spiritual needs--ie
we all need God. Those who do not realize that they need God are
deluded--they just haven't recognized it yet.

2) If Christians are wrong, spiritual needs are an artefact of our brain
chemicals. Well-adjusted and properly-integrated personalities do not
have such things. Christians are simply using the concept of God and
spiritual needs to mask their own inadequacies.

I hate to belabour the point, but the existence of spirits and spiritual
needs cannot be objectively demonstrated or proven, just like the existence
of God cannot. And yes, this means that there is a risk that all my subjective
evidence is manufactured by my brain chemicals. But on the other hand, I
could venture into solipsism and say that there is a risk that everything that
I appear to objectively know is really manufactured by my brain chemicals.

I suspect this is an unsatisfactory answer to a request for evidence and
demonstration of the existence of spirits and spiritual needs, but my assertion
is that such things are not objectively demonstrable. As I have said before,
I myself am on the Christian side of agnosticism, having been pushed off the
fence by subjective evidence. (And no, I was not raised a Christian, so it
is not a case of simply accepting what I was indoctrinated with.)

==
Seanna Watson Bell-Northern Research, | Pray that at the end of living,
(<EMAIL>) Ottawa, Ontario, Canada | Of philosophies and creeds,
| God will find his people busy
Opinion, what opinions? Oh *these* opinions. | Planting trees and sowing seeds.
No, they're not BNR's, they're mine. |
I knew I'd left them somewhere. | --Fred Kaan

Newsgroup: soc.religion.christian
document_id: 21636",30,3796,638,2,soc.religion.christian,"Re: ""Accepting Jeesus in your heart...""",0,5,0,20
84,"There is a contradiction related to the moral issue of polygamy in the
Mormon writings. In the book in the book of Mormon called the book of
Jacob, Joseph Smith wrote that it was an abomination to God for
David and Solomon to have many wives. Later, when Joseph Smith wrote
the Doctrines and Covenants (possibly when polygamy was becoming an
issue in his personal life) he wrote that it was not an abomination for
David to have many wives. How do Mormons answer this contradiction?

Link Hudson.

Newsgroup: soc.religion.christian
document_id: 21768",6,549,92,2,soc.religion.christian,Contradiction in Mormonism,0,0,0,0
85,"I am interested in finding a supplier for an array of leds on material which is
transparent when nothing is lit.

I'm not quite sure what LCD screens are like away from the laptop but I would
guess they are not too clear.

An ideal item would be an LED array for which each LED is about 1/2"" square.
(Yes very course) This is for distance viewing, but on a window.

Any pointers of suggestions would be much appreciated.

-Mark Battisti
<EMAIL>

1940 Summit Street #B
Columbus, Ohio 43201
(<PHONE>

Newsgroup: sci.electronics
document_id: 54237",6,544,94,1,sci.electronics,"Clear LCD or LED ""sheets""",0,1,1,0
86,"So now we're judging the Qur'an by what's not in it?

How many mutton headed arguments am I going to have to wade
through today?

One would hope.

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\

Bob Beauchaine <EMAIL>

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Newsgroup: alt.atheism
document_id: 53512",5,444,54,0,alt.atheism,Re:  Islam And Scientific Predictions (was,0,3,0,6
87,"<EMAIL> (Mark Ashley) wrote:

...

<EMAIL> (Michael D. Walker) wrote:

I'm in Japan.
(Michael, could you give me more info about where Akita is: nearest city
would be good)

If I find it, I'll get pictures and post a digitised version if enough
people are interested.

--------------------------------
..Marty.!
Lost in Space! (or is it Japan?)
<<EMAIL>>

Newsgroup: soc.religion.christian
Document_id: 21585",6,408,60,2,soc.religion.christian,Re: Question about Virgin Mary,0,5,0,9
88,"Umm, when I was doing sound reinforcement for a living, I used to get direct boxes (which convert
unbalanced 1/4"" jacks to balanced XLRs) for about $25 each, or a little more for higher
quality. You'll need two for a stereo signal, of course, and a little adapter thingy from
Radio Sh#$&^t to convert from RCA to 1/4"". Total cost should be around $50. You can also buy
transformers for quite a bit less and wire them yourself. Total cost there should be under $30.
You can get all this stuff from any pro music shop that sells sound reinforcement gear.
The benefit? NO noise that you can hear will be generated in the cables going to the component
with the balanced inputs, even when you run them in bad places, like next to power lines.

-----
John Bell
NASA Langley Research Center
<EMAIL>

Newsgroup: sci.electronics
document_id: 53507",9,838,148,1,sci.electronics,Re: Adcom cheap products?,0,3,0,5
89,"as a point of info, some of the early nuclear power plants in this
country used the fission pile as a first stage to get the water hot, and
then had a second stage -fossil fuel- step to get the water (actually
steam) VERY HOT.

I remember seeing this at Con Edison's Indian Point #1 power plant,
which is about 30 miles north of NYC, and built more or less 1958.

<EMAIL>

(all the usual disclaimers apply, whatever they may be)

Newsgroup: sci.electronics
document_id: 53685",3,475,85,1,sci.electronics,Re: What do Nuclear Site's Cooling Towers do?,0,1,0,8
90,"I heard about the arms sale to Saudi Arabia. Now, how is it such a grave
mistake to sell Saudi Arabia weapons? Or are you claiming that we shouldn't
sell any weapons to other countries? Straightforward answer please.

Who benefits from arms sales? Hint, it isn't normally the gov't. It is
the contractor that builds that piece of equipment. Believe it or not,
the US and UK don't export the huge quantities of arms that you have
just accused them of doing. Arms exports are rare enough, that it
requires an act of congress for non-small arms to most countries, if
not all. Do you believe in telling everyone who can do what, and who
can sell their goods to whom?",10,662,121,0,alt.atheism,Re: Gulf War / Selling Arms,0,4,0,24
91,"AHA! He admits it! He IS a moral relativist!

Keith, if you start wafffling on about how it is different for a human
to maul someone thrown into it's cage (so to speak), you'd better start
posting tome decent evidence or retract your 'I think there is an absolute
morality' blurb a few weeks ago.

The Desert Brat",5,313,58,0,alt.atheism,Keith IS a relativist!,0,5,0,3
92,"LIST OF KILLINGS IN THE NAME OF RELIGION
1. Iran-Iraq War: 1,000,000
2. Civil War in Sudan: 1,000,000
3, Riots in India-Pakistan in 1947: 1,000,000
4. Massacares in Bangladesh in 1971: 1,000,000
5. Inquistions in America in 1500s: x million (x=??)
6. Crusades: ??

I am sure that people can add a lot more to the list.
I wonder what Bobby has to say about the above.
Standard Excuses will not be accepted.
-- Naren

All standard disclaimers apply

Newsgroup: alt.atheism
document_id: 51230",12,489,83,0,alt.atheism,Re: Genocide is Caused by Atheism,0,1,0,3
93,"The TV Police are still with us I'm afraid. A 1000 pound fine goes out to
the unlicensed users(if caught).

Newsgroup: sci.electronics
Document_id: 54474",3,153,24,1,sci.electronics,Re: Picking up cable tv with an aerial.,0,4,1,27
94,"<EMAIL> (Kent Sandvik) writes:

But, you wouldn't know what red *was*, and you certainly couldn't judge
it subjectively. And, objectivity is not applicable, since you are wanting
to discuss the merits of red.

keith

Newsgroup: alt.atheism
document_id: 51130",3,258,38,0,alt.atheism,Re: Keith Schneider - Stealth Poster?,0,1,0,4
95,"<EMAIL> (DAN LAWRENCE BISSELL) writes:

Find an encyclopedia. Volume H. Now look up Hitler, Adolf. He had
many more people than just Germans enamoured with him.

P.",4,164,27,0,alt.atheism,Re: some thoughts.,0,1,0,2
96,"Sounds like a job for a universal time reciever. I don't know the
logisitics of the situation, but if you could just place a reciever in
snow and place the oscillator in a nice lab somewhere else, your
problems should be solved.
Just a suggestion.

Wayne Martin

Newsgroup: sci.electronics
document_id: 52751",4,308,51,1,sci.electronics,Re: Help with ultra-long timing,0,0,0,0
97,"In article <EMAIL>, <EMAIL> (Peter Herman x5495) writes:
:>In <<EMAIL>> <EMAIL> (Lars-Henrik Eriksson) writes:
:>
:> I would not be suprised if the equipment is compatible, in fact New York
:>Telephone (NYNEX) spend a lot of money on Swedish switching equipment
:>recently.
:>
:>>Lars-Henrik Eriksson Internet: <EMAIL>
:>
:> You can guess what brand of equipment I refer to :-)
:>
: Lars-Henrik will be pleased to know that his name is
:plastered all over phones at New Mexico State University as well.
:They got the contract when NMSU went to a digital phone system.
[snip]

Not quite correct! The company name is Ericsson. (With a 'c').

---

Steve L.

Newsgroup: sci.electronics
Document_id: 54480",7,700,114,1,sci.electronics,Re: How universal are phones these days?,0,5,0,0
98,"|> In article <<EMAIL>> <EMAIL> (David Glen Jacobowitz) writes:
|> > Is it just me, or does anybody else out there NOT like digital
|> >scopes. My school has ...
|> >
|> > David Jacobowitz
|> > <EMAIL>
|>
|> Oh no you're not the only one. Analogue scopes give you (or me, at
|> least) a fair idea of what's going on in a circuit. Digital scopes
|> seem to have a habit of inventing a sizable part of it. E.g. even
|> when there are only a few samples per period, our HP54510A displays a
|> continuous waveform, complete with non-existing overshoots. I've
|> waded through lots of manual pages and menus, but I haven't found yet
|> how to turn this off. It doesn't show which points have actually
|> been measured, as opposed to those which have been interpolated,
|> either.

Perhaps you're using the wrong brand! (Sorry all HP fans, but I have
a hard time being convinced that their scopes match the rest of their
(excellent) gear).

One of the principal functions I look for when considering a DSO is
whether you can turn interpolation off. The other important feature
is to disable repetitive waveform acquisition i.e. being able to lock
the instrument into real time capture mode.

|>
|> Secondly, I don't like menus. I want to see all common functions
|> with their own button. (You'll have guessed I love analogue Tek
|> scopes) I'd choose a knob with printed legend over an on-screen
|> display with up-down buttons right away. The single knob of most
|> digital instruments never seems to be connected to the right function
|> at the right moment.
|>

I agree with you here. The only consolation is that manufacturers are
_beginning_ to pay attention to ergonomics when designing the menus.
However, to be fair, it seems that first time scope users (our students)
seem to adjust to menus easier than navigating around the twenty or
more knobs required of a ""real"" scope :-)

|> Last but not least, you never know if the waveform displayed is old
|> or recent, noisy or just incoherently modulated, heck, you don't
|> even know if it really looks the way it's displayed. Digital scopes
|> only show you a tiny fraction of what's going on. Most of the time
|> the're busy computing things.

This is one area that newer DSOs are addressing. I recently evaluated
the latest box from Tek - their TDS320 - which seems to be a worthy
alternative to a standard 100MHz analogue CRO. This instrument has
a 100MHz, 500Ms/s spec, meaning that it is _always_ in real time
capture mode. The pricing also matches equivalent analogue scopes in
the range. The downer is that the instrument uses menus again, but at
least they appear to be logically laid out.
|>
|> There are only three situations for which I would prefer a digital
|> scope: Looking at what happened before the trigger, looking at rare
|> events, and acquiring the data to have my computer play with it.
|>
|>
|> Let's hope scope manufacturers are listening...
|>
|> Best regards,
|> Jeroen Belleman
|> <EMAIL>

One more thing about the new, ""simpler"", front panels. These instruments
tend to use digital rotary encoders as knobs now. This is a vast improvement
over the old oak switch. The single most common cause of failure in our
scopes (other than students blowing up inputs!) is mechanical wear on these
switches. I look at the new panels as a great step toward increasing the
longevity of the instruments.

JohnH

----------------------------------------------------------------------------

| _ |_ _ |_| _ _| _| Electronics Department
|_| (_) | | | | | | (_| (_| (_| \/ School of MPCE
---------------------------------/- Macquarie University
Sydney, AUSTRALIA 2109

Email: <EMAIL>, Ph: +61 2 805 8959, Fax: +61 2 805 8983

----------------------------------------------------------------------------

Newsgroup: sci.electronics
Document_id: 52740",35,3812,652,1,sci.electronics,Re: Oscilloscope triggering,0,7,0,0
